id,HubbleType,isElliptical
92335,Sd-Irr,NotElliptical
92337,Sd-Irr,NotElliptical
92404,Sd-Irr,NotElliptical
92427,Sd-Irr,NotElliptical
92647,Sd-Irr,NotElliptical
92649,Sd-Irr,NotElliptical
92667,Sd-Irr,NotElliptical
92674,Sd-Irr,NotElliptical
92676,Sab-Scd,NotElliptical
92683,Sab-Scd,NotElliptical
92684,E,Elliptical
92691,LBS,NotElliptical
92694,LBS,NotElliptical
92695,Sd-Irr,NotElliptical
92717,Sd-Irr,NotElliptical
92723,Sab-Scd,NotElliptical
92729,S0-Sa,NotElliptical
92732,Sd-Irr,NotElliptical
92736,Sab-Scd,NotElliptical
92739,Sab-Scd,NotElliptical
92743,Sd-Irr,NotElliptical
92756,Sd-Irr,NotElliptical
92764,Sd-Irr,NotElliptical
92773,E,Elliptical
92777,Sab-Scd,NotElliptical
92779,S0-Sa,NotElliptical
92810,Sd-Irr,NotElliptical
92892,LBS,LBS
92893,Sd-Irr,NotElliptical
92894,Sd-Irr,NotElliptical
92895,Sd-Irr,LBS
92900,Sd-Irr,NotElliptical
92904,LBS,NotElliptical
92926,Sd-Irr,NotElliptical
92944,S0-Sa,NotElliptical
92960,Sd-Irr,NotElliptical
92991,Sd-Irr,NotElliptical
93015,Sd-Irr,NotElliptical
93019,E,Elliptical
93020,E,Elliptical
93029,Sd-Irr,NotElliptical
93052,Sd-Irr,NotElliptical
93059,LBS,LBS
93126,Sd-Irr,NotElliptical
93167,Sd-Irr,NotElliptical
93168,Sd-Irr,NotElliptical
93170,Sab-Scd,LBS
93227,Sd-Irr,NotElliptical
93229,Sd-Irr,NotElliptical
93259,Sab-Scd,NotElliptical
93354,Sab-Scd,NotElliptical
93414,Sd-Irr,NotElliptical
93416,Sd-Irr,NotElliptical
93500,Sd-Irr,NotElliptical
93544,Sd-Irr,LBS
93604,Sab-Scd,NotElliptical
93671,Sab-Scd,NotElliptical
93674,Sab-Scd,NotElliptical
93722,Sd-Irr,NotElliptical
93750,Sab-Scd,NotElliptical
93760,Sab-Scd,NotElliptical
93803,E,Elliptical
93807,E,Elliptical
93822,Sd-Irr,NotElliptical
93823,Sd-Irr,NotElliptical
93824,Sd-Irr,NotElliptical
93825,Sd-Irr,NotElliptical
93829,Sab-Scd,NotElliptical
93832,Sab-Scd,NotElliptical
93833,Sd-Irr,NotElliptical
93834,LBS,LBS
93836,LBS,LBS
93885,Sd-Irr,NotElliptical
93964,E,Elliptical
94003,Sab-Scd,NotElliptical
94004,LBS,LBS
97878,Sd-Irr,NotElliptical
98097,S0-Sa,NotElliptical
98143,Sd-Irr,NotElliptical
98209,Sd-Irr,NotElliptical
98212,Sab-Scd,NotElliptical
98409,E,Elliptical
98440,Sab-Scd,NotElliptical
98441,Sab-Scd,NotElliptical
98537,Sd-Irr,NotElliptical
98652,Sd-Irr,NotElliptical
98750,Sd-Irr,NotElliptical
98761,Sd-Irr,NotElliptical
98827,E,Elliptical
98934,Sd-Irr,NotElliptical
99078,Sab-Scd,NotElliptical
99213,Sd-Irr,NotElliptical
99232,Sab-Scd,NotElliptical
99259,Sd-Irr,NotElliptical
99272,Sd-Irr,NotElliptical
99290,Sd-Irr,NotElliptical
99326,Sd-Irr,NotElliptical
99332,Sd-Irr,NotElliptical
99410,Sd-Irr,NotElliptical
99428,E,Elliptical
99430,S0-Sa,NotElliptical
99464,Sab-Scd,NotElliptical
99511,Sd-Irr,NotElliptical
99513,Sd-Irr,NotElliptical
99530,Sd-Irr,NotElliptical
99570,LBS,NotElliptical
99606,Sd-Irr,NotElliptical
99633,Sd-Irr,NotElliptical
99671,Sd-Irr,NotElliptical
99687,S0-Sa,NotElliptical
99742,S0-Sa,NotElliptical
99795,Sd-Irr,NotElliptical
100162,Sd-Irr,NotElliptical
100175,Sd-Irr,NotElliptical
100192,Sab-Scd,NotElliptical
105376,Sab-Scd,NotElliptical
105418,E,Elliptical
105419,E,Elliptical
105446,Sd-Irr,NotElliptical
105447,Sab-Scd,NotElliptical
105448,Sab-Scd,NotElliptical
105531,Sd-Irr,NotElliptical
105573,LBS,NotElliptical
105589,LBS,LBS
105597,S0-Sa,NotElliptical
105600,Sd-Irr,NotElliptical
105690,Sd-Irr,NotElliptical
105719,Sd-Irr,NotElliptical
105723,Sd-Irr,NotElliptical
105730,Sd-Irr,NotElliptical
105733,Sd-Irr,NotElliptical
105735,Sd-Irr,NotElliptical
105738,S0-Sa,NotElliptical
105765,Sd-Irr,NotElliptical
105770,Sd-Irr,NotElliptical
105805,Sab-Scd,NotElliptical
105880,LBS,LBS
105883,Sd-Irr,NotElliptical
105910,Sd-Irr,NotElliptical
105962,Sd-Irr,NotElliptical
105976,LBS,NotElliptical
105990,LBS,NotElliptical
106014,Sd-Irr,NotElliptical
106015,Sd-Irr,NotElliptical
106016,S0-Sa,NotElliptical
106020,Sd-Irr,NotElliptical
106030,Sd-Irr,LBS
106047,S0-Sa,NotElliptical
106049,Sd-Irr,NotElliptical
106065,Sab-Scd,NotElliptical
106078,Sd-Irr,NotElliptical
106167,Sd-Irr,LBS
106252,Sab-Scd,NotElliptical
106293,Sd-Irr,NotElliptical
106331,Sab-Scd,NotElliptical
106343,Sd-Irr,NotElliptical
106363,Sd-Irr,NotElliptical
106379,Sab-Scd,NotElliptical
106387,Sab-Scd,NotElliptical
106389,Sab-Scd,NotElliptical
106399,Sd-Irr,NotElliptical
106401,Sd-Irr,NotElliptical
106422,Sd-Irr,NotElliptical
106490,Sd-Irr,NotElliptical
106496,Sd-Irr,NotElliptical
106507,Sd-Irr,NotElliptical
106549,E,Elliptical
106607,Sd-Irr,NotElliptical
106616,Sab-Scd,NotElliptical
106635,Sd-Irr,NotElliptical
106704,Sd-Irr,NotElliptical
106746,Sd-Irr,NotElliptical
106763,Sd-Irr,NotElliptical
106772,Sd-Irr,NotElliptical
106784,Sd-Irr,NotElliptical
106812,Sd-Irr,NotElliptical
106833,Sd-Irr,NotElliptical
106834,Sd-Irr,NotElliptical
106839,S0-Sa,NotElliptical
106947,Sd-Irr,NotElliptical
107033,Sd-Irr,NotElliptical
107072,S0-Sa,NotElliptical
107139,Sd-Irr,NotElliptical
107151,Sd-Irr,NotElliptical
107192,Sd-Irr,NotElliptical
107214,Sab-Scd,NotElliptical
107226,Sd-Irr,NotElliptical
107258,LBS,NotElliptical
107259,Sd-Irr,NotElliptical
107279,LBS,NotElliptical
107303,Sab-Scd,NotElliptical
107395,Sab-Scd,NotElliptical
107424,Sd-Irr,NotElliptical
107454,E,Elliptical
107488,Sd-Irr,NotElliptical
107503,S0-Sa,NotElliptical
107528,E,Elliptical
107548,Sd-Irr,NotElliptical
107549,Sd-Irr,NotElliptical
107583,Sd-Irr,NotElliptical
107594,Sab-Scd,NotElliptical
107618,Sd-Irr,NotElliptical
107650,Sab-Scd,NotElliptical
107799,Sab-Scd,NotElliptical
107824,S0-Sa,NotElliptical
107826,LBS,LBS
107879,Sd-Irr,NotElliptical
107916,Sd-Irr,NotElliptical
116300,E,Elliptical
116305,Sab-Scd,NotElliptical
116308,S0-Sa,NotElliptical
116326,LBS,LBS
116332,Sab-Scd,NotElliptical
116334,S0-Sa,NotElliptical
116353,Sd-Irr,NotElliptical
116370,Sab-Scd,NotElliptical
116384,Sd-Irr,NotElliptical
116529,Sd-Irr,NotElliptical
116688,Sd-Irr,LBS
117062,Sd-Irr,NotElliptical
117204,Sd-Irr,LBS
117207,E,Elliptical
117383,Sd-Irr,NotElliptical
117472,Sd-Irr,NotElliptical
117486,LBS,LBS
117519,Sd-Irr,NotElliptical
117577,Sd-Irr,NotElliptical
117601,Sd-Irr,NotElliptical
118211,S0-Sa,NotElliptical
118214,E,Elliptical
118215,E,Elliptical
118219,E,Elliptical
118280,Sd-Irr,NotElliptical
118425,Sab-Scd,NotElliptical
118671,E,Elliptical
118730,Sab-Scd,NotElliptical
118764,LBS,LBS
118806,Sd-Irr,NotElliptical
119004,Sd-Irr,NotElliptical
122892,Sab-Scd,NotElliptical
122896,E,Elliptical
122920,E,Elliptical
122924,S0-Sa,NotElliptical
122930,E,Elliptical
122934,E,Elliptical
122960,LBS,LBS
122975,Sd-Irr,NotElliptical
122982,S0-Sa,NotElliptical
123077,Sd-Irr,NotElliptical
123084,LBS,LBS
123112,Sab-Scd,NotElliptical
123182,Sd-Irr,LBS
123215,E,Elliptical
123243,Sd-Irr,NotElliptical
123254,Sab-Scd,NotElliptical
123260,Sd-Irr,NotElliptical
123261,S0-Sa,NotElliptical
123263,Sab-Scd,NotElliptical
123269,Sd-Irr,NotElliptical
123328,LBS,NotElliptical
123368,Sd-Irr,NotElliptical
123377,Sab-Scd,NotElliptical
123457,E,Elliptical
123464,LBS,LBS
123467,E,Elliptical
123469,Sab-Scd,NotElliptical
123475,Sd-Irr,NotElliptical
123501,LBS,NotElliptical
123580,Sd-Irr,NotElliptical
123599,Sd-Irr,NotElliptical
123641,Sab-Scd,NotElliptical
123643,Sab-Scd,LBS
123651,Sab-Scd,NotElliptical
123652,LBS,LBS
123687,S0-Sa,NotElliptical
123690,E,Elliptical
123711,Sd-Irr,NotElliptical
123827,Sd-Irr,NotElliptical
123920,Sab-Scd,NotElliptical
123987,Sab-Scd,NotElliptical
124205,Sab-Scd,NotElliptical
124277,Sd-Irr,NotElliptical
124300,Sd-Irr,NotElliptical
124340,Sd-Irr,NotElliptical
124348,Sd-Irr,NotElliptical
124480,Sab-Scd,NotElliptical
124511,Sd-Irr,NotElliptical
124569,Sd-Irr,NotElliptical
124631,Sd-Irr,NotElliptical
124791,Sd-Irr,NotElliptical
124997,S0-Sa,NotElliptical
125056,Sd-Irr,NotElliptical
125066,Sab-Scd,NotElliptical
125208,Sd-Irr,NotElliptical
125232,S0-Sa,NotElliptical
125233,Sd-Irr,NotElliptical
125254,Sd-Irr,NotElliptical
125262,Sd-Irr,NotElliptical
125402,Sab-Scd,NotElliptical
125527,Sd-Irr,NotElliptical
125543,Sd-Irr,LBS
125746,E,Elliptical
129721,Sd-Irr,LBS
129775,Sab-Scd,NotElliptical
129866,LBS,LBS
129908,Sab-Scd,NotElliptical
129933,Sab-Scd,NotElliptical
129976,E,Elliptical
129977,E,Elliptical
129979,E,LBS
129980,Sd-Irr,NotElliptical
129983,S0-Sa,NotElliptical
129985,Sd-Irr,NotElliptical
129988,Sd-Irr,NotElliptical
129998,Sd-Irr,NotElliptical
130005,Sab-Scd,LBS
130016,Sab-Scd,NotElliptical
130025,Sd-Irr,NotElliptical
130030,E,Elliptical
130038,S0-Sa,NotElliptical
130101,Sd-Irr,NotElliptical
130281,Sd-Irr,NotElliptical
130330,Sab-Scd,NotElliptical
130492,Sd-Irr,NotElliptical
130873,Sab-Scd,NotElliptical
130932,Sab-Scd,NotElliptical
130933,S0-Sa,NotElliptical
130963,E,Elliptical
131037,Sd-Irr,NotElliptical
131067,Sd-Irr,NotElliptical
131087,Sab-Scd,NotElliptical
131150,Sd-Irr,NotElliptical
131175,Sd-Irr,NotElliptical
131270,LBS,LBS
131412,LBS,NotElliptical
131413,Sd-Irr,LBS
131517,Sab-Scd,NotElliptical
131552,Sab-Scd,NotElliptical
131715,Sd-Irr,NotElliptical
131879,LBS,LBS
131890,Sd-Irr,NotElliptical
131971,Sab-Scd,NotElliptical
132042,Sd-Irr,NotElliptical
132198,Sab-Scd,NotElliptical
136234,Sd-Irr,NotElliptical
136243,Sab-Scd,NotElliptical
136263,Sab-Scd,NotElliptical
136417,Sd-Irr,NotElliptical
136442,E,Elliptical
136511,Sd-Irr,NotElliptical
136514,Sd-Irr,NotElliptical
136594,Sd-Irr,NotElliptical
136595,Sd-Irr,NotElliptical
136603,Sd-Irr,NotElliptical
136622,LBS,NotElliptical
136626,Sab-Scd,NotElliptical
136638,Sab-Scd,NotElliptical
136672,Sd-Irr,NotElliptical
136727,Sd-Irr,NotElliptical
136830,Sd-Irr,NotElliptical
136842,E,Elliptical
136845,LBS,LBS
136856,Sd-Irr,NotElliptical
136871,E,Elliptical
136881,Sab-Scd,NotElliptical
136894,Sd-Irr,NotElliptical
136917,Sd-Irr,NotElliptical
136918,Sab-Scd,NotElliptical
136980,Sd-Irr,NotElliptical
137350,Sab-Scd,NotElliptical
137455,Sab-Scd,NotElliptical
137789,Sd-Irr,NotElliptical
137817,Sd-Irr,NotElliptical
137838,E,Elliptical
137841,LBS,NotElliptical
137883,Sd-Irr,NotElliptical
138047,Sab-Scd,NotElliptical
138064,E,Elliptical
138066,Sd-Irr,NotElliptical
138094,Sd-Irr,NotElliptical
138132,Sd-Irr,NotElliptical
138161,Sd-Irr,NotElliptical
138259,Sab-Scd,NotElliptical
138468,LBS,NotElliptical
138610,Sd-Irr,NotElliptical
138671,LBS,NotElliptical
138899,Sd-Irr,NotElliptical
138902,Sd-Irr,NotElliptical
138914,Sab-Scd,NotElliptical
138982,Sab-Scd,NotElliptical
139129,Sd-Irr,NotElliptical
143227,S0-Sa,NotElliptical
143274,Sab-Scd,NotElliptical
143287,S0-Sa,NotElliptical
143291,E,Elliptical
143295,Sd-Irr,NotElliptical
143313,S0-Sa,NotElliptical
143388,Sd-Irr,NotElliptical
143446,Sd-Irr,NotElliptical
143499,S0-Sa,NotElliptical
143673,Sd-Irr,NotElliptical
143803,Sd-Irr,NotElliptical
143918,E,Elliptical
143934,Sd-Irr,NotElliptical
143972,Sd-Irr,NotElliptical
144051,S0-Sa,NotElliptical
144127,LBS,NotElliptical
144176,Sab-Scd,NotElliptical
144236,LBS,NotElliptical
144239,Sab-Scd,NotElliptical
144243,Sab-Scd,NotElliptical
144338,Sab-Scd,NotElliptical
144397,Sd-Irr,NotElliptical
144465,LBS,NotElliptical
144480,Sd-Irr,NotElliptical
144491,Sab-Scd,NotElliptical
144497,E,LBS
144499,Sd-Irr,NotElliptical
144567,Sd-Irr,NotElliptical
144682,LBS,LBS
144846,Sab-Scd,NotElliptical
145059,Sd-Irr,NotElliptical
145073,Sd-Irr,NotElliptical
145267,LBS,NotElliptical
145460,Sd-Irr,NotElliptical
145525,Sd-Irr,NotElliptical
145583,Sab-Scd,NotElliptical
145718,Sd-Irr,NotElliptical
163518,S0-Sa,NotElliptical
163527,Sd-Irr,LBS
163529,Sab-Scd,NotElliptical
163556,Sab-Scd,NotElliptical
163588,Sab-Scd,NotElliptical
163602,Sd-Irr,NotElliptical
163609,S0-Sa,NotElliptical
163626,Sab-Scd,NotElliptical
163641,S0-Sa,NotElliptical
163710,S0-Sa,NotElliptical
163806,Sd-Irr,NotElliptical
163826,E,Elliptical
163828,Sab-Scd,NotElliptical
163829,S0-Sa,NotElliptical
163886,E,Elliptical
163887,E,Elliptical
163916,E,LBS
163924,Sab-Scd,NotElliptical
163926,Sd-Irr,NotElliptical
163927,Sab-Scd,NotElliptical
163965,Sab-Scd,NotElliptical
164070,Sd-Irr,NotElliptical
164118,Sab-Scd,NotElliptical
164149,Sab-Scd,NotElliptical
164210,Sd-Irr,NotElliptical
164455,Sab-Scd,NotElliptical
164524,Sd-Irr,NotElliptical
164638,Sd-Irr,LBS
164902,E,Elliptical
164905,E,Elliptical
164948,Sab-Scd,LBS
165165,S0-Sa,NotElliptical
165334,Sd-Irr,NotElliptical
165339,E,Elliptical
165348,Sd-Irr,NotElliptical
165363,Sd-Irr,NotElliptical
165486,Sd-Irr,NotElliptical
165507,Sd-Irr,LBS
165516,LBS,LBS
165523,Sab-Scd,NotElliptical
165670,E,Elliptical
165673,Sd-Irr,LBS
165766,E,Elliptical
165767,E,Elliptical
165768,LBS,NotElliptical
165770,S0-Sa,NotElliptical
165794,Sab-Scd,NotElliptical
165830,Sd-Irr,NotElliptical
166066,Sab-Scd,NotElliptical
166093,Sd-Irr,NotElliptical
170324,Sd-Irr,NotElliptical
170343,Sab-Scd,NotElliptical
170415,Sd-Irr,NotElliptical
170554,Sd-Irr,NotElliptical
170581,S0-Sa,NotElliptical
170630,E,Elliptical
170653,Sab-Scd,NotElliptical
170654,Sab-Scd,NotElliptical
170686,Sab-Scd,LBS
170689,Sab-Scd,NotElliptical
170693,Sab-Scd,NotElliptical
170695,Sd-Irr,NotElliptical
170704,Sab-Scd,NotElliptical
170705,LBS,LBS
170775,Sd-Irr,NotElliptical
170827,Sab-Scd,NotElliptical
170831,Sab-Scd,NotElliptical
171035,S0-Sa,NotElliptical
171201,LBS,LBS
171256,Sd-Irr,NotElliptical
171416,E,Elliptical
171485,Sab-Scd,NotElliptical
171607,LBS,LBS
171610,Sd-Irr,NotElliptical
171639,Sab-Scd,NotElliptical
171660,LBS,NotElliptical
171695,Sd-Irr,NotElliptical
171706,S0-Sa,NotElliptical
171777,Sd-Irr,LBS
172110,Sd-Irr,NotElliptical
172123,S0-Sa,NotElliptical
172160,Sd-Irr,NotElliptical
172268,Sd-Irr,NotElliptical
172317,LBS,NotElliptical
172433,Sab-Scd,NotElliptical
172447,Sd-Irr,NotElliptical
172494,Sab-Scd,NotElliptical
172499,Sab-Scd,NotElliptical
172504,Sd-Irr,NotElliptical
172517,LBS,LBS
172519,Sab-Scd,NotElliptical
172643,Sab-Scd,NotElliptical
172727,Sab-Scd,NotElliptical
172805,Sd-Irr,NotElliptical
172909,Sab-Scd,NotElliptical
172927,Sd-Irr,NotElliptical
176780,Sd-Irr,NotElliptical
176812,Sd-Irr,NotElliptical
176868,LBS,NotElliptical
176934,LBS,NotElliptical
176955,Sab-Scd,NotElliptical
176969,Sd-Irr,NotElliptical
176984,S0-Sa,NotElliptical
176990,Sab-Scd,NotElliptical
177007,E,Elliptical
177010,S0-Sa,NotElliptical
177018,Sd-Irr,NotElliptical
177038,Sd-Irr,NotElliptical
177046,LBS,NotElliptical
177081,Sd-Irr,NotElliptical
177110,Sd-Irr,NotElliptical
177143,S0-Sa,NotElliptical
177186,E,Elliptical
177297,E,Elliptical
177337,Sd-Irr,NotElliptical
177388,Sd-Irr,NotElliptical
177391,Sd-Irr,NotElliptical
177423,S0-Sa,NotElliptical
177478,Sab-Scd,NotElliptical
177481,Sd-Irr,NotElliptical
177486,Sd-Irr,LBS
177518,Sd-Irr,NotElliptical
177588,Sab-Scd,NotElliptical
177606,S0-Sa,NotElliptical
177711,Sab-Scd,NotElliptical
177816,Sab-Scd,NotElliptical
177984,Sd-Irr,NotElliptical
178068,Sd-Irr,NotElliptical
178112,LBS,NotElliptical
178149,Sab-Scd,NotElliptical
178189,S0-Sa,NotElliptical
178190,S0-Sa,NotElliptical
178197,S0-Sa,NotElliptical
178210,Sd-Irr,NotElliptical
178249,Sd-Irr,NotElliptical
178290,Sab-Scd,NotElliptical
178300,Sab-Scd,NotElliptical
178423,S0-Sa,NotElliptical
178426,S0-Sa,NotElliptical
178428,Sd-Irr,LBS
178481,Sd-Irr,NotElliptical
178578,Sd-Irr,NotElliptical
178580,Sd-Irr,NotElliptical
178585,Sd-Irr,NotElliptical
178801,Sd-Irr,NotElliptical
178865,Sd-Irr,NotElliptical
178950,E,Elliptical
178955,Sab-Scd,NotElliptical
179012,Sd-Irr,NotElliptical
179038,Sd-Irr,NotElliptical
179090,Sab-Scd,NotElliptical
179300,Sab-Scd,NotElliptical
179327,Sab-Scd,NotElliptical
179412,Sd-Irr,NotElliptical
179533,Sab-Scd,NotElliptical
179582,LBS,LBS
179665,LBS,NotElliptical
183930,Sd-Irr,NotElliptical
183932,Sd-Irr,NotElliptical
184041,E,Elliptical
184130,Sd-Irr,NotElliptical
184159,Sd-Irr,NotElliptical
184184,Sd-Irr,NotElliptical
184234,Sab-Scd,NotElliptical
184237,Sab-Scd,NotElliptical
184267,Sab-Scd,NotElliptical
184281,Sd-Irr,NotElliptical
184283,Sd-Irr,NotElliptical
184289,Sab-Scd,NotElliptical
184354,Sd-Irr,NotElliptical
184366,E,Elliptical
184370,S0-Sa,NotElliptical
184392,Sd-Irr,NotElliptical
184403,Sd-Irr,NotElliptical
184415,Sab-Scd,NotElliptical
184648,E,Elliptical
184718,Sab-Scd,NotElliptical
184834,Sd-Irr,NotElliptical
185190,Sab-Scd,NotElliptical
185252,Sd-Irr,NotElliptical
185266,Sd-Irr,NotElliptical
185282,S0-Sa,NotElliptical
185291,Sd-Irr,NotElliptical
185296,Sd-Irr,NotElliptical
185298,Sd-Irr,NotElliptical
185332,Sab-Scd,NotElliptical
185365,E,Elliptical
185376,Sd-Irr,NotElliptical
185396,Sd-Irr,NotElliptical
185510,Sab-Scd,NotElliptical
185569,LBS,NotElliptical
185622,Sd-Irr,NotElliptical
185635,Sd-Irr,NotElliptical
185738,Sd-Irr,NotElliptical
185787,Sd-Irr,NotElliptical
185795,Sab-Scd,NotElliptical
185863,LBS,NotElliptical
186202,E,Elliptical
186309,Sd-Irr,NotElliptical
186373,Sd-Irr,NotElliptical
186380,Sd-Irr,NotElliptical
186399,Sab-Scd,NotElliptical
186406,Sd-Irr,NotElliptical
186717,Sd-Irr,NotElliptical
186742,Sd-Irr,NotElliptical
186769,LBS,NotElliptical
186803,S0-Sa,NotElliptical
186833,Sd-Irr,NotElliptical
186861,Sd-Irr,NotElliptical
196061,Sd-Irr,NotElliptical
196096,Sab-Scd,NotElliptical
196167,Sab-Scd,NotElliptical
196565,Sd-Irr,NotElliptical
196737,Sd-Irr,NotElliptical
196804,Sd-Irr,NotElliptical
196977,E,Elliptical
197234,Sd-Irr,NotElliptical
197419,Sd-Irr,NotElliptical
197481,E,Elliptical
197763,Sd-Irr,NotElliptical
197843,Sd-Irr,NotElliptical
197862,Sab-Scd,NotElliptical
198344,S0-Sa,NotElliptical
198476,Sd-Irr,NotElliptical
198503,Sab-Scd,NotElliptical
198506,E,Elliptical
198631,E,Elliptical
198697,Sd-Irr,NotElliptical
198710,Sd-Irr,NotElliptical
202309,Sd-Irr,NotElliptical
202310,Sd-Irr,NotElliptical
202322,Sd-Irr,NotElliptical
202327,LBS,NotElliptical
202354,Sab-Scd,NotElliptical
202359,E,Elliptical
202373,Sd-Irr,NotElliptical
202376,E,Elliptical
202397,Sd-Irr,NotElliptical
202398,S0-Sa,NotElliptical
202399,E,Elliptical
202408,E,Elliptical
202418,Sd-Irr,NotElliptical
202430,Sd-Irr,NotElliptical
202443,S0-Sa,NotElliptical
202464,S0-Sa,NotElliptical
202466,Sd-Irr,NotElliptical
202480,E,Elliptical
202492,Sd-Irr,NotElliptical
202531,Sab-Scd,NotElliptical
202636,Sab-Scd,NotElliptical
202673,Sab-Scd,NotElliptical
202691,Sd-Irr,NotElliptical
202745,S0-Sa,NotElliptical
202974,S0-Sa,NotElliptical
203011,Sd-Irr,NotElliptical
203037,Sd-Irr,NotElliptical
203056,Sd-Irr,NotElliptical
203118,Sd-Irr,NotElliptical
203148,Sd-Irr,NotElliptical
203371,Sd-Irr,NotElliptical
203395,Sab-Scd,NotElliptical
203557,LBS,NotElliptical
203609,Sd-Irr,NotElliptical
203616,Sab-Scd,NotElliptical
203684,Sab-Scd,NotElliptical
203727,Sd-Irr,NotElliptical
203728,Sd-Irr,NotElliptical
203729,S0-Sa,NotElliptical
203765,Sab-Scd,NotElliptical
203794,S0-Sa,NotElliptical
203801,Sd-Irr,NotElliptical
203828,Sd-Irr,NotElliptical
203833,E,Elliptical
203842,Sd-Irr,NotElliptical
203918,Sab-Scd,NotElliptical
203998,Sd-Irr,NotElliptical
204096,Sab-Scd,NotElliptical
204167,Sd-Irr,NotElliptical
204226,Sd-Irr,NotElliptical
204348,LBS,NotElliptical
204377,Sab-Scd,NotElliptical
204572,Sd-Irr,NotElliptical
204577,Sd-Irr,NotElliptical
204732,Sd-Irr,NotElliptical
204757,Sd-Irr,NotElliptical
204803,S0-Sa,NotElliptical
204832,S0-Sa,NotElliptical
204835,Sd-Irr,NotElliptical
204836,Sd-Irr,NotElliptical
204839,E,Elliptical
204868,LBS,LBS
204870,Sd-Irr,NotElliptical
204876,Sd-Irr,NotElliptical
204877,E,Elliptical
204892,Sd-Irr,NotElliptical
204906,S0-Sa,NotElliptical
204908,Sd-Irr,NotElliptical
204914,Sd-Irr,NotElliptical
204983,S0-Sa,NotElliptical
205070,Sd-Irr,NotElliptical
205084,Sab-Scd,NotElliptical
205085,E,Elliptical
205086,E,Elliptical
205089,S0-Sa,NotElliptical
205092,Sab-Scd,NotElliptical
205093,S0-Sa,NotElliptical
205094,Sab-Scd,NotElliptical
205131,Sd-Irr,NotElliptical
205154,S0-Sa,NotElliptical
205155,E,Elliptical
205158,E,Elliptical
205161,E,Elliptical
205162,Sab-Scd,NotElliptical
205166,S0-Sa,NotElliptical
205168,S0-Sa,NotElliptical
205173,Sab-Scd,NotElliptical
205175,Sd-Irr,NotElliptical
205176,LBS,LBS
205177,Sab-Scd,NotElliptical
205183,S0-Sa,NotElliptical
205198,Sd-Irr,NotElliptical
205208,S0-Sa,NotElliptical
205211,E,Elliptical
205229,Sd-Irr,NotElliptical
208490,Sab-Scd,NotElliptical
208520,Sab-Scd,NotElliptical
208578,Sab-Scd,NotElliptical
208612,Sab-Scd,NotElliptical
208652,E,Elliptical
208666,E,Elliptical
208781,Sd-Irr,NotElliptical
208860,E,Elliptical
208876,S0-Sa,NotElliptical
208892,Sd-Irr,NotElliptical
208908,LBS,LBS
208951,Sd-Irr,NotElliptical
209095,Sd-Irr,NotElliptical
209147,LBS,LBS
209203,Sd-Irr,NotElliptical
209204,Sd-Irr,NotElliptical
209214,Sd-Irr,NotElliptical
209220,Sd-Irr,NotElliptical
209319,Sd-Irr,NotElliptical
209324,Sab-Scd,NotElliptical
209414,Sd-Irr,NotElliptical
209664,Sd-Irr,NotElliptical
209678,S0-Sa,NotElliptical
209680,E,Elliptical
209681,E,Elliptical
209697,S0-Sa,NotElliptical
209708,Sd-Irr,NotElliptical
209743,Sab-Scd,NotElliptical
209793,Sd-Irr,NotElliptical
209821,Sd-Irr,NotElliptical
209830,Sab-Scd,NotElliptical
209832,Sab-Scd,NotElliptical
209855,Sd-Irr,NotElliptical
209869,Sd-Irr,NotElliptical
209876,LBS,NotElliptical
209899,LBS,LBS
209900,S0-Sa,NotElliptical
209917,Sd-Irr,NotElliptical
209919,Sd-Irr,NotElliptical
210056,Sd-Irr,NotElliptical
210060,Sd-Irr,NotElliptical
210070,E,Elliptical
210346,E,Elliptical
210379,S0-Sa,NotElliptical
210397,Sd-Irr,NotElliptical
210411,Sab-Scd,NotElliptical
210567,Sd-Irr,NotElliptical
210781,Sab-Scd,NotElliptical
210808,Sd-Irr,NotElliptical
210820,Sab-Scd,NotElliptical
210909,Sd-Irr,NotElliptical
210916,Sd-Irr,NotElliptical
210964,Sd-Irr,NotElliptical
210986,Sd-Irr,NotElliptical
211030,LBS,LBS
214182,Sab-Scd,NotElliptical
214184,S0-Sa,NotElliptical
214245,Sd-Irr,NotElliptical
214363,E,Elliptical
214425,Sd-Irr,NotElliptical
214431,S0-Sa,NotElliptical
214462,Sab-Scd,NotElliptical
214474,Sab-Scd,NotElliptical
214514,Sd-Irr,NotElliptical
214623,Sd-Irr,NotElliptical
214624,S0-Sa,NotElliptical
214652,Sd-Irr,NotElliptical
214673,Sab-Scd,NotElliptical
214678,E,Elliptical
214748,LBS,NotElliptical
214845,Sd-Irr,NotElliptical
214860,Sab-Scd,NotElliptical
214861,Sd-Irr,NotElliptical
214895,E,Elliptical
215051,Sab-Scd,NotElliptical
215053,S0-Sa,NotElliptical
215160,E,Elliptical
215166,Sab-Scd,NotElliptical
215192,Sd-Irr,NotElliptical
215213,LBS,NotElliptical
215289,E,Elliptical
215292,Sab-Scd,NotElliptical
215332,Sd-Irr,NotElliptical
215368,Sd-Irr,NotElliptical
215468,Sd-Irr,NotElliptical
215648,Sd-Irr,NotElliptical
215662,Sd-Irr,NotElliptical
215698,S0-Sa,NotElliptical
215730,Sd-Irr,NotElliptical
215767,Sd-Irr,NotElliptical
